出现时间,弹幕类型,字的大小,颜色,弹幕添加时间戳,unknown_5,unknown_6,unknown_7,unknown_8,弹幕内容
4.714,1,25,16777215,1630845230,0,4cf28b3f,5.44E+16,1,EDG牛逼
4.716,1,25,16777215,1630651727,0,c8c948cd,5.43E+16,1,Fly Phoenix fly
4.841,1,25,16777215,1630593502,0,d0cbabe5,5.43E+16,10,揭棺而起！
4.905,1,25,16777215,1630715178,0,ed0023e8,5.43E+16,0,拉夫拉夫！
4.939,1,25,16777215,1630590255,0,38ba849e,5.43E+16,1,恭喜EDG
4.94,1,25,15138834,1630578343,0,a285c618,5.43E+16,8,1111
4.949,1,25,16777215,1630591617,0,e0389d6b,5.43E+16,1,我们是冠军
4.95,1,25,16777215,1630593381,0,b9fc9bf6,5.43E+16,8,我们是冠军！！！、
4.953,1,25,16777215,1630594803,0,14e500e8,5.43E+16,1,不会吧
4.982,1,25,16777215,1630598974,0,845ddc34,5.43E+16,8,拍照留念
5.019,1,25,15138834,1630589931,0,5fd9daf8,5.43E+16,1,兄弟们给微笑上嘴脸
5.041,1,25,16777215,1630590815,0,467fe13b,5.43E+16,1,退钱
5.097,1,25,16777215,1630628724,0,5e5582ba,5.43E+16,0,爽了
5.097,1,25,16777215,1630607222,0,8d0d31b8,5.43E+16,0,没人夸viper？到贤今天第四把可真是挽大厦于将倾，受任于败军之际，奉命于危难之间
5.115,1,25,16777215,1630589803,0,9f7b25eb,5.43E+16,1,我们是冠军！！！
5.139,1,25,16777215,1630663288,0,9b8c3431,5.43E+16,1,我们是冠军!
5.162,5,25,16646914,1630683589,0,bbb2944d,5.43E+16,1,我们是冠军
5.18,5,25,16777215,1630589860,0,29ffbf1b,5.43E+16,1,EDG牛逼！
5.181,1,25,16777215,1630582087,0,9ab19d9,5.43E+16,1,fpx就是没喊学jie好的下场
5.182,1,25,16777215,1630590436,0,c176383c,5.43E+16,10,终于敢看了
5.219,1,25,15138834,1630600810,0,96001385,5.43E+16,10,凤一其随
