出现时间,弹幕类型,字的大小,颜色,弹幕添加时间戳,unknown_5,unknown_6,unknown_7,unknown_8,弹幕内容
1881.942,5,25,16777215,1630753635,0,3ec9a381,5.4349E+16,10,天！！！！！
1529.272,5,25,16777215,1630753147,0,3ec9a381,5.43487E+16,10,天！
2276.067,1,25,16777215,1630750521,0,753b0f25,5.43473E+16,10,wc杰！！！！
36.784,1,25,16777215,1630748909,0,10693205,5.43465E+16,10,凤一其随
1417.537,1,25,16777215,1630747357,0,73f7225,5.43457E+16,10,11
1461.236,1,25,16777215,1630741069,0,275bf775,5.43424E+16,10,圣枪哥回头了一步，要不还有机会
971.545,1,25,16777215,1630740514,0,26f47fe6,5.43421E+16,10,圣枪哥终于能玩玩卢仙了
198.36,1,25,16777215,1630739950,0,3108b644,5.43418E+16,10,新三巨头
1833.219,1,25,16777215,1630739938,0,f980fd48,5.43418E+16,10,才发现卡牌出了个火炮
115.36,1,25,16777215,1630739867,0,3108b644,5.43418E+16,10,真正的淀粉都是来看重播的
2455.87,1,25,16777215,1630737217,0,4ef51abc,5.43404E+16,10,卡牌金身动作有点帅啊
1822.444,1,25,16777215,1630736579,0,4ef51abc,5.434E+16,10,火炮那个攻击范围顶的
1867.1,1,25,16777215,1630736463,0,38b351d6,5.434E+16,10,好勇的天
20.2,1,18,16707842,1630734514,0,158610a3,5.43389E+16,10,淀粉终于直起腰啦
899.815,1,25,16777215,1630733436,0,2b0e86bb,5.43384E+16,10,”
602.325,1,25,16777215,1630732729,0,b4cb0464,5.4338E+16,10,2000+
88.098,1,25,16777215,1630732646,0,79d44da6,5.4338E+16,10,3
1059.482,1,25,15138834,1630731938,0,a6c9e26c,5.43376E+16,10,EDG抗塔有一手的
2274.537,1,25,16777215,1630730910,0,94cf4c54,5.43371E+16,10,两边打野拉满
2270.017,1,25,16777215,1630730896,0,94cf4c54,5.4337E+16,10,我的天 
383.957,1,25,16777215,1630730834,0,d4805ca0,5.4337E+16,10,当年成名英雄
716.076,1,25,16777215,1630725384,0,e647b70e,5.43342E+16,10,这转场！！太帅了吧
464.523,1,25,16777215,1630725063,0,e647b70e,5.4334E+16,10,per宝手好好看
1485.384,1,25,16777215,1630724941,0,5bb48b15,5.43339E+16,10,666666
1487.574,1,25,16777215,1630723601,0,2200bbb,5.43332E+16,10,看到这我是绝望的
1812.844,1,25,16777215,1630723575,0,be687937,5.43332E+16,10,77777
2461.384,1,25,16777215,1630722432,0,2b3939f9,5.43326E+16,10,炮车：看我厉害不？
505.063,1,25,16777215,1630721610,0,f855f86c,5.43322E+16,10,游戏结束
177.997,5,25,15138834,1630721447,0,c70c6572,5.43321E+16,10,三巨头
4.43,1,25,16777215,1630719913,0,e66bd048,5.43313E+16,10,我们是冠军！！！
1778.986,1,25,16777215,1630719184,0,a692296b,5.43309E+16,10,viper的吸血鬼是当年的招牌
1507.082,1,25,16777215,1630717690,0,86722640,5.43301E+16,10,神仙打架
2285.81,1,25,16777215,1630715645,0,d18e2ef4,5.43291E+16,10,卢仙伤害拉满了
1438.814,1,25,16777215,1630713818,0,eb691dc5,5.43281E+16,10,卧槽卧槽卧槽卧槽
2007.559,1,25,16777215,1630712967,0,b18ca3c3,5.43276E+16,10,大聪明补刀一直可以的
2334.103,1,25,16777215,1630703217,0,ba6e3b21,5.43225E+16,10,圣枪哥牛逼
694.48,1,25,16777215,1630696240,0,8fb491f9,5.43189E+16,10,直播不敢看忍到周末来补番了
1087.798,1,25,16777215,1630691402,0,2f5d5510,5.43163E+16,10,哈哈哈哈y
677.376,1,25,16777215,1630690385,0,35e71e0d,5.43158E+16,10,我曾经相信科学
2144.391,1,25,16777215,1630690012,0,e37f1a05,5.43156E+16,10,天
1443.242,1,25,16777215,1630689865,0,236c498f,5.43155E+16,10,woc
1036.225,1,25,16777215,1630689229,0,a1763089,5.43152E+16,10,圣枪哥为什么叫圣枪哥
359.134,1,25,16777215,1630689072,0,b1e50d0b,5.43151E+16,10,圣枪哥为什么是圣枪哥
742.415,1,25,16777215,1630688741,0,a45ce459,5.43149E+16,10,秀啊
452.011,1,25,16777215,1630688208,0,ef9d0f47,5.43147E+16,10,666
1812.415,1,25,16777215,1630686639,0,b4e8f1a5,5.43138E+16,10,777777
1440.414,1,25,16777215,1630686225,0,b4e8f1a5,5.43136E+16,10,66666666
633.451,1,25,16777215,1630686054,0,deb50ac8,5.43135E+16,10,v
2452.612,1,25,16777215,1630685887,0,dec5b60,5.43135E+16,10,真的秀到头皮发麻李多我滴超人
1258.856,1,25,16777215,1630685112,0,d5504976,5.4313E+16,10,血亏
1813.81,1,25,16777215,1630684338,0,7f9e1034,5.43126E+16,10,淀粉佛系惯了
869.529,1,25,16777215,1630683836,0,3f78730c,5.43124E+16,10,1
3129.029,1,25,16777215,1630683578,0,16d98b88,5.43122E+16,10,草！真漂亮！
2954.165,1,25,16777215,1630683295,0,df3e39c0,5.43121E+16,10,帅
1522.737,1,25,16777215,1630682895,0,ee930c9e,5.43119E+16,10,这里太上头了
1819.988,1,25,16777215,1630682096,0,a15a821a,5.43115E+16,10,在回放中找伙伴
1746.716,1,25,16777215,1630681238,0,4c4486a4,5.4311E+16,10,恐怖故事
1535.83,1,25,16777215,1630680994,0,4c4486a4,5.43109E+16,10,打野互秀
1875.527,1,25,16777215,1630680454,0,71ab0601,5.43106E+16,10,精彩精彩
897.417,1,25,16777215,1630680299,0,4c4486a4,5.43105E+16,10,梦幻开局
496.672,1,25,16777215,1630679887,0,4c4486a4,5.43103E+16,10,龙龟哈哈哈哈
365.152,1,25,16777215,1630679750,0,4c4486a4,5.43102E+16,10,芙兰朵职业生涯第一次卢锡安
1011.11,1,25,16777215,1630679745,0,a9937b56,5.43102E+16,10,1
1083.03,1,25,16777215,1630679721,0,6ab658a7,5.43102E+16,10,凤一其随？
862.258,1,25,16777215,1630678362,0,f1f36ed7,5.43095E+16,10,揭棺而起！
2440.278,1,25,16777215,1630677772,0,de7627a8,5.43092E+16,10,五台跑车
92.173,1,25,16777215,1630677119,0,87c69972,5.43089E+16,10,第三遍
877.555,1,25,16777215,1630676826,0,bfb505ea,5.43087E+16,10,77777777
260.669,1,25,16777215,1630676573,0,31cca69c,5.43086E+16,10,大校发功了
1442.462,5,25,15138834,1630676541,0,5e9827c7,5.43086E+16,10,jiejie!
2967.854,1,25,16777215,1630675531,0,574e3594,5.4308E+16,10,三太子还是可以的
556.616,1,25,16777215,1630675313,0,8ce2420f,5.43079E+16,10,风一其随
2271.652,1,25,16777215,1630674859,0,574e3594,5.43077E+16,10,杰！
1592.521,1,25,16777215,1630674673,0,c5c606d8,5.43076E+16,10,梦里的顶级，
71.439,1,25,15138834,1630674227,0,ae2268b3,5.43073E+16,10,7777777
1061.844,5,25,15138834,1630674022,0,5e9827c7,5.43072E+16,10,完美越塔
746.037,1,25,16777215,1630673684,0,8fbb32ea,5.43071E+16,10,真正的淀粉只看回放
1707.272,1,25,16777215,1630670959,0,5181ce83,5.43056E+16,10,永霜也空了
1413.291,1,25,16777215,1630670462,0,c50ecc6b,5.43054E+16,10,1111
290.265,1,25,16777215,1630670429,0,d458ea2b,5.43053E+16,10,也是唯一一次
2484.802,1,25,16777215,1630669495,0,74cf19a1,5.43049E+16,10,米勒老淀粉了哈哈哈哈哈
1497.65,1,25,16777215,1630667769,0,4ae27195,5.4304E+16,10,天厉害
800.297,1,25,16777215,1630667010,0,f87dbf6b,5.43036E+16,10,凤以七碎
2166.74,1,25,15772458,1630666644,0,81846903,5.43034E+16,10,叶师傅尝试切他中路
18.216,1,25,16777215,1630666549,0,1ab68df,5.43033E+16,10,圣枪哥的圣枪游侠
1803.704,1,25,16777215,1630665056,0,2dec74b7,5.43025E+16,10,因为都在吃速效救心丸
1492.061,1,25,16777215,1630664877,0,7d00b128,5.43024E+16,10,卧槽
839.931,1,25,16777215,1630664661,0,38943505,5.43023E+16,10,真正的淀粉只看重播的胜者局
36.575,1,25,16777215,1630664588,0,7c0be4ba,5.43023E+16,10,V哥永远滴神~1
28.904,1,25,16777215,1630664546,0,d4c97ab1,5.43023E+16,10,淀粉重温
2473.088,1,25,16777215,1630664488,0,da00efa6,5.43022E+16,10,真的太帅了吧
3.339,1,25,16777215,1630664444,0,c30e32e1,5.43022E+16,10,凤一其随
2661.359,1,25,16777215,1630664347,0,23e4c015,5.43022E+16,10,圣枪哥打的好啊
2288.904,1,25,16777215,1630663960,0,d98696c9,5.4302E+16,10,666666
1446.051,1,25,16777215,1630663873,0,a9abd302,5.43019E+16,10,jiejie帅！
1485.727,1,25,16777215,1630662543,0,84d70f26,5.43012E+16,10,这时候感觉熟悉的味道了
667.926,1,25,16777215,1630661998,0,97152b03,5.43009E+16,10,隐忍了一个赛季的圣枪
458.694,1,25,16777215,1630661414,0,3fef673d,5.43006E+16,10,11
1410.935,1,25,16777215,1630658767,0,bab113ac,5.42992E+16,10,111
2297.152,1,25,16646914,1630657800,0,1f81a3b3,5.42987E+16,10,精彩绝伦
2286.305,1,25,16646914,1630657789,0,1f81a3b3,5.42987E+16,10,哇
16.479,1,25,16777215,1630657460,0,64bde066,5.42985E+16,10,我们是冠军！
1862.598,1,25,16646914,1630657330,0,1f81a3b3,5.42985E+16,10,66666
2292.559,1,25,16777215,1630657311,0,f66db39e,5.42985E+16,10,零换五！
3.816,1,25,16777215,1630656551,0,dd74502c,5.42981E+16,10,我们是冠军！！！！
2509.901,1,25,16777215,1630655842,0,e93c592,5.42977E+16,10,这绕后红牌q天秀
2495.02,1,25,16777215,1630655825,0,e93c592,5.42977E+16,10,这绕后红牌q天秀
2486.061,1,25,16777215,1630655807,0,e93c592,5.42977E+16,10,这绕后红牌q天秀
894.045,1,25,16777215,1630655645,0,c26bac40,5.42976E+16,10,我指我自己
927.962,1,25,16777215,1630655615,0,ae82e8a9,5.42976E+16,10,闪现点燃瞬间升级了，
750.756,1,25,16777215,1630654656,0,f66db39e,5.42971E+16,10,让我恭喜EDG 
508.599,1,25,16777215,1630653423,0,c833e5ef,5.42964E+16,10,致敬果子哥
9.083,1,25,16777215,1630652925,0,38ad5749,5.42962E+16,10,恭喜EDG！
1445.31,1,25,16777215,1630652183,0,ae418c30,5.42958E+16,10,雀食帅
291.682,1,25,16777215,1630651762,0,f52d3551,5.42956E+16,10,游戏结束
506.567,1,25,16777215,1630651078,0,da14ed59,5.42952E+16,10,果子:我谢谢你
247.817,1,25,16777215,1630649608,0,8cb89d26,5.42944E+16,10,三巨头
2663.771,1,25,16777215,1630649170,0,64dc8e97,5.42942E+16,10,圣枪哥为什么叫圣枪哥啊
2477.401,1,25,16777215,1630648930,0,64dc8e97,5.42941E+16,10,多多太秀了
1326.654,5,25,16776960,1630648894,0,641c579a,5.42941E+16,10,《心理博弈》
2974.809,1,25,16707842,1630648562,0,3c14eb8e,5.42939E+16,10,赵礼杰！！！
1058.148,1,25,16777215,1630647673,0,e4b1a10a,5.42934E+16,10,秒切黄牌
2466.033,1,25,16777215,1630647650,0,1f230f9d,5.42934E+16,10,基地：精彩精彩
2457.522,1,25,16777215,1630647509,0,4ef51abc,5.42933E+16,10,红牌罚下
312.727,5,25,15138834,1630647497,0,599f3430,5.42933E+16,10,游戏结束
309.14,5,25,15138834,1630647489,0,599f3430,5.42933E+16,10,游戏结束
2291.831,1,25,16777215,1630647476,0,1f230f9d,5.42933E+16,10,精彩精彩
226.231,1,25,16777215,1630647283,0,ada3db93,5.42932E+16,10,3巨头
2264.122,1,25,16777215,1630647259,0,86d1228c,5.42932E+16,10,圣枪哥这个大伤害太高了
352.124,1,25,16777215,1630646608,0,64dc8e97,5.42929E+16,10,圣枪哥为什么叫圣枪哥
2913.037,1,25,16777215,1630646485,0,e97f7247,5.42928E+16,10,《继续选红》
2161.42,1,25,16646914,1630646346,0,c11c3252,5.42927E+16,10,莽啊
1276.117,1,25,16777215,1630646245,0,86d1228c,5.42927E+16,10,圣枪哥高兴坏了
2570.819,1,25,16777215,1630646069,0,8411e93d,5.42926E+16,10,精彩的在最后一把
639.895,1,25,16777215,1630645995,0,4cb76e18,5.42925E+16,10,他问我为什么叫圣枪哥
183.327,1,25,16777215,1630645868,0,6ae59b75,5.42925E+16,10,三巨头
2611.253,1,25,15138834,1630645669,0,e92bcd77,5.42924E+16,10,哈哈哈哈
2273.189,1,25,16777215,1630645392,0,8a6484c4,5.42922E+16,10,66666
817.19,1,25,16777215,1630645317,0,cd45eed6,5.42922E+16,10,回味第三遍
1055.855,1,25,16777215,1630645155,0,f3a2e8a8,5.42921E+16,10,杰逝推得还挺棒
1826.447,1,25,16777215,1630645148,0,3194e6de,5.42921E+16,10,7777
1437.362,1,25,16777215,1630645131,0,807f3f7,5.42921E+16,10,卧槽好流畅
288.866,1,25,16777215,1630644955,0,f994c556,5.4292E+16,10,记得这语速我还以为我开了倍速
912.915,1,25,16777215,1630644899,0,5271d385,5.4292E+16,10,帅帅帅！
9.839,1,25,16777215,1630644877,0,802d728a,5.4292E+16,10,再来一遍
2980.751,1,25,16777215,1630644726,0,ef79bbd2,5.42919E+16,10,Bking我滴超人
1097.658,1,25,16777215,1630644440,0,e97f7247,5.42917E+16,10,支援真快
1983.359,1,25,16777215,1630643932,0,4dba9f66,5.42915E+16,10,大聪明补刀真多
773.924,1,25,16777215,1630643834,0,5c51f722,5.42914E+16,10,第二天中午1.2w+
1889.51,1,25,16777215,1630643820,0,b36434f4,5.42914E+16,10,tian
752.122,1,25,16777215,1630643814,0,68622187,5.42914E+16,10,三刷！
2194.055,1,25,16777215,1630643755,0,f39aa42b,5.42914E+16,10,对狙
1886.045,1,25,16777215,1630643738,0,dcbc5b2d,5.42914E+16,10,两边都精彩
1067.762,1,25,16777215,1630643721,0,6da44b01,5.42913E+16,10,完美
2400.045,1,25,16777215,1630643498,0,f225b18b,5.42912E+16,10,大校提前预判了第四局
2294.826,1,25,16777215,1630643406,0,e921704,5.42912E+16,10,帅啊
1303.946,1,25,16777215,1630643273,0,71d544b6,5.42911E+16,10,感觉这里小凤凰吃大亏
2383.108,1,25,15138834,1630643257,0,f8628626,5.42911E+16,10,大聪明哈哈哈哈
363.655,1,25,16777215,1630642927,0,7421a700,5.42909E+16,10,为什么叫圣枪哥！
518.157,5,25,15138834,1630642859,0,86850c1d,5.42909E+16,10,凤一7three
1930.07,1,25,16777215,1630642728,0,bbaf14b8,5.42908E+16,10,天
1442.948,1,25,16777215,1630642657,0,372aff2d,5.42908E+16,10,帅帅帅
735.187,1,25,16777215,1630642587,0,6461b80a,5.42907E+16,10,EDG！！
1312.041,1,25,16777215,1630642546,0,b6f251a,5.42907E+16,10,“让你看看我为什么叫圣枪哥”
31.019,5,25,15138834,1630642509,0,86850c1d,5.42907E+16,10,凤一7three
25.219,1,25,16777215,1630642489,0,86850c1d,5.42907E+16,10,凤一7three
2484.642,1,25,16777215,1630642406,0,b0a18118,5.42907E+16,10,淀粉:下一把也好
34.831,1,25,16777215,1630642236,0,e97f7247,5.42906E+16,10,下半年的话语权~哈哈哈
834.109,1,25,16777215,1630642208,0,75403ae0,5.42906E+16,10,真正的淀粉只看重播
716.611,1,25,16777215,1630642077,0,75403ae0,5.42905E+16,10,这个转场好帅
21.48,1,25,16777215,1630641997,0,a2a4abee,5.42904E+16,10,恭喜电宝！！！！！
1877.011,1,25,16777215,1630641798,0,5bee2488,5.42903E+16,10,强者的对决
1271.703,1,25,16777215,1630641609,0,816e092b,5.42902E+16,10,好熟悉的画面
1077.394,1,25,16777215,1630641297,0,3f501a96,5.42901E+16,10,完美
1413.707,1,25,16777215,1630641229,0,5990dfb9,5.429E+16,10,1111
1447.587,1,25,16777215,1630640886,0,2ea450be,5.42899E+16,10,77777777
1500.606,5,25,14811775,1630640444,0,7555d8e9,5.42896E+16,10,看回放的淀粉完全不慌
826.229,1,25,16777215,1630640374,0,8661dbbd,5.42896E+16,10,真正的淀粉从不看重播
77.419,1,25,16777215,1630640359,0,cb502429,5.42896E+16,10,77777
1826.921,1,25,16777215,1630640347,0,c2cfc0c3,5.42896E+16,10,安静看
2157.623,1,25,16777215,1630640224,0,e2d00334,5.42895E+16,10,小天，猛啊
1892.437,1,25,16777215,1630639959,0,e2d00334,5.42894E+16,10,小天太猛了
360.326,1,25,16777215,1630639752,0,3ba9ad74,5.42893E+16,10,卧槽！枪！！！
925.3,1,25,16777215,1630639700,0,659b226b,5.42892E+16,10,升级了
1504.381,1,25,16777215,1630639567,0,e2d00334,5.42892E+16,10,看直播时心想，完了
927.088,1,25,16777215,1630639529,0,15f79e30,5.42891E+16,10,好闪
1412.095,1,25,16777215,1630639475,0,e2d00334,5.42891E+16,10,看直播的淀粉，小心脏砰砰跳
1380.49,1,25,16777215,1630639443,0,e2d00334,5.42891E+16,10,不，我昨天看直播，特别激动，
322.148,1,25,16777215,1630639305,0,b1793c4f,5.4289E+16,10,你知道我为什么叫圣枪哥吗
1358.238,1,25,16777215,1630639215,0,2572cdfc,5.4289E+16,10,哈哈哈哈
1127.427,1,25,16777215,1630639190,0,e2d00334,5.4289E+16,10,反应了一个真理：打游戏，得充钱
2145.885,1,25,16777215,1630639109,0,49855da7,5.42889E+16,10,第三个
2078.866,1,25,16777215,1630639042,0,49855da7,5.42889E+16,10,卧槽 第二个 太帅了
1694.679,1,25,16777215,1630638618,0,49855da7,5.42887E+16,10,卧槽 好帅
2463.368,1,25,16777215,1630638520,0,d47142,5.42886E+16,10,这卡牌卧槽 太帅了
388.735,1,25,16777215,1630638452,0,e2d00334,5.42886E+16,10,圣枪哥终于玩圣枪了
331.168,1,25,16777215,1630638394,0,e2d00334,5.42886E+16,10,圣枪哥终于玩圣枪了
1757.591,1,25,16777215,1630638340,0,3f5b5239,5.42885E+16,10,牛宝太惨了
211.225,1,25,16777215,1630638274,0,e2d00334,5.42885E+16,10,银龙杯重铸之日，骑士归来之时
2472.173,1,25,16777215,1630638241,0,5c8b69a8,5.42885E+16,10,66666
147.059,1,25,16777215,1630638070,0,2bf2653a,5.42884E+16,10,小楼！
1487.42,1,25,16777215,1630637894,0,771dc55f,5.42883E+16,10,看直播的时候蚌埠住了
26.078,1,25,16777215,1630637794,0,f692e713,5.42882E+16,10,再来一遍
1878.695,1,25,16777215,1630637602,0,83cb9982,5.42881E+16,10,小天真的可以
1.682,5,25,15138834,1630637570,0,90023cd1,5.42881E+16,10,我失去的东西，一定要拿回来！！
2650.744,1,25,16777215,1630637488,0,64eab448,5.42881E+16,10,什么叫圣枪哥啊(战术后仰)
145,1,25,16777215,1630637128,0,e889c836,5.42879E+16,10,666666
654.062,1,25,16777215,1630636685,0,aac6e726,5.42877E+16,10,泪目
1269.711,1,25,16777215,1630636446,0,9a3ef846,5.42875E+16,10,圣枪哥：以前都是别人三包一我呆在自闭草丛
2474.127,1,25,16777215,1630636050,0,e0c75bbb,5.42873E+16,10,多多，我滴超人
2207.495,1,25,16777215,1630635957,0,edd8e378,5.42873E+16,10,77777
2152.317,1,25,16777215,1630635565,0,f1f1bf63,5.42871E+16,10,我就是我 我就是天！！！
217.808,1,25,16777215,1630635319,0,e10b5be1,5.42869E+16,10,凤一其随
2554.637,1,25,16777215,1630635214,0,54bd6ebc,5.42869E+16,10,hhh
1480.009,1,25,16777215,1630634688,0,cb1dd4b6,5.42866E+16,10,这时候感觉熟悉的味道了
189.823,1,25,16777215,1630634680,0,1b776a13,5.42866E+16,10,凤！一！其！随！
919.899,1,25,16777215,1630634634,0,f6966e8f,5.42866E+16,10,88888
2451.127,1,25,16777215,1630634540,0,f6484b34,5.42865E+16,10,卡牌真的好猛
1887.669,1,25,16777215,1630634333,0,58ae52f4,5.42864E+16,10,太精彩啦
1812.229,1,25,16777215,1630634252,0,58ae52f4,5.42864E+16,10,安静看
1049.051,1,25,16777215,1630634086,0,34d79fb8,5.42863E+16,10,企业级扛塔
1713.543,1,25,16777215,1630633277,0,6fd96cc9,5.42859E+16,10,布隆:这子弹是海楼石？
867.465,1,25,16777215,1630633260,0,f96b2e77,5.42859E+16,10,终于等到你，圣枪哥
436.608,5,25,15138834,1630632702,0,2f8b6cda,5.42856E+16,10,再来一遍
1490.97,1,25,16777215,1630632685,0,fae8949,5.42856E+16,10,精彩！
1486.057,1,25,16777215,1630632611,0,bf6f800d,5.42855E+16,10,帅啊
1809.672,1,25,16777215,1630632148,0,4ab98f15,5.42853E+16,10,欣赏电的操作
415.109,1,25,16777215,1630632069,0,86ff7c2f,5.42852E+16,10,圣枪哥万本命了
819.112,1,25,16777215,1630631819,0,f698934c,5.42851E+16,10,再看一遍
906.662,1,25,16777215,1630631620,0,d0171ccf,5.4285E+16,10,帅
784.969,1,25,16777215,1630631310,0,f0a1636f,5.42848E+16,10,看塞拉斯血量变化
2441.73,1,25,16777215,1630631212,0,1d1b7241,5.42848E+16,10,这五个跑车太顶了啊
2414.206,1,25,16777215,1630630793,0,df67a728,5.42846E+16,10,你以为我为什么叫圣枪哥！
348.328,5,25,15138834,1630630735,0,76cfd1c0,5.42845E+16,10,祖师爷终于把曾经的招牌捡回来了
304.305,1,25,16777215,1630630695,0,9dfb146e,5.42845E+16,10,《鳄鱼哥》
2441.692,1,25,16777215,1630630638,0,dd6f7976,5.42845E+16,10,好家伙五架跑车
2274.04,1,25,16777215,1630630511,0,72ac1f45,5.42844E+16,10,卧槽，jie
1412.757,1,25,16777215,1630630181,0,17c9d82f,5.42842E+16,10,我我我
1484.738,1,25,16777215,1630629789,0,72ac1f45,5.4284E+16,10,离谱
1494.832,1,25,16777215,1630629363,0,b7157eb1,5.42838E+16,10,太精彩了这决赛
976.636,1,25,16777215,1630629269,0,72ac1f45,5.42838E+16,10,圣枪哥
1201.526,1,25,16777215,1630629003,0,d1c7b80f,5.42836E+16,10,金堆！
189.844,1,25,16777215,1630628477,0,72b31126,5.42834E+16,10,凤一其随
2471.812,1,25,16777215,1630628329,0,1d76aa7b,5.42833E+16,10,奖励一把卢仙
1489.465,1,25,16777215,1630628134,0,d002d2cf,5.42832E+16,10,神仙打架
191.495,5,25,16707842,1630627573,0,5016f751,5.42829E+16,10,卡密
57.545,1,25,16777215,1630627356,0,1e1301d,5.42828E+16,10,淀粉，集合~！
1445.956,1,25,16777215,1630627154,0,76fcec26,5.42827E+16,10,太帅了
9.189,1,25,16777215,1630625767,0,af15be00,5.42819E+16,10,凤遇七碎
2287.541,1,25,16777215,1630625697,0,1d61f903,5.42819E+16,10,精彩精彩
1820.501,1,25,16777215,1630625648,0,8383a66f,5.42819E+16,10,巴黎图书馆了属于是
535.265,1,25,16777215,1630625396,0,eb92747c,5.42817E+16,10,赌运昌隆
746.89,1,25,16777215,1630625341,0,7b30e13f,5.42817E+16,10,哈哈哈，补回放
1891.671,1,25,16777215,1630625273,0,1d61f903,5.42817E+16,10,精彩绝伦
1992.388,1,25,16777215,1630624797,0,11007ff2,5.42814E+16,10,那是因为圣枪哥一直在当院长
1919.402,1,25,16777215,1630624511,0,88cc5bc8,5.42813E+16,10,太精彩了吧
1484.901,1,25,16777215,1630624161,0,88cc5bc8,5.42811E+16,10,好精彩啊
1434.995,1,25,16777215,1630624150,0,a5a724ef,5.42811E+16,10,经典买一送一
2952.833,1,25,16777215,1630623439,0,1f47307b,5.42807E+16,10,我滴超人，赵礼杰
