帅
布隆盾特效满分
漂亮哈哈哈哈哈
edg牛呀
帅
超人天
天是真的强啊
666
1111111
厉害啊
3478
圣枪哥出招牌英雄啊
这次比赛，上方的进度条就很灵性
梦幻开局
圣枪哥yyds
jiejie！
三年以来最好的一把
我曾经相信科学
感谢大校发威
枪宝第一把圣枪 泪目
圣枪哥一人五千伤害
红牌罚下!
凤一其随
4眼泪
淀粉聚集地啊→_→
帅
拉满了
出乎意料
好开心啊圣枪哥
帅！！！
今年是edg建队第7年
777
1
大招刚好
66666666
我曾经相信科学
回看永远都是
真正的淀粉只看重播
卢仙伤害拉满
初代牌王
大校试图作法
卧槽，jiejie！
看到李多多的卡牌我都快心脏骤停了
刘青松 好帅（
哇
迪迦哥的圣枪光来了
哇靠好厉害啊
导播站起来了
四人赏金
奖励一把卢仙儿！！
天！！！！！
天！
wc杰！！！！
凤一其随
11
圣枪哥回头了一步，要不还有机会
圣枪哥终于能玩玩卢仙了
新三巨头
才发现卡牌出了个火炮
真正的淀粉都是来看重播的
卡牌金身动作有点帅啊
火炮那个攻击范围顶的
好勇的天
淀粉终于直起腰啦
”
2000+
3
EDG抗塔有一手的
两边打野拉满
我的天 
当年成名英雄
这转场！！太帅了吧
per宝手好好看
666666
看到这我是绝望的
77777
炮车：看我厉害不？
游戏结束
三巨头
我们是冠军！！！
viper的吸血鬼是当年的招牌
神仙打架
卢仙伤害拉满了
卧槽卧槽卧槽卧槽
大聪明补刀一直可以的
圣枪哥牛逼
直播不敢看忍到周末来补番了
哈哈哈哈y
我曾经相信科学
天
woc
圣枪哥为什么叫圣枪哥
圣枪哥为什么是圣枪哥
秀啊
666
777777
66666666
v
真的秀到头皮发麻李多我滴超人
血亏
淀粉佛系惯了
1
草！真漂亮！
帅
这里太上头了
在回放中找伙伴
恐怖故事
打野互秀
精彩精彩
梦幻开局
龙龟哈哈哈哈
芙兰朵职业生涯第一次卢锡安
1
凤一其随？
揭棺而起！
五台跑车
第三遍
77777777
大校发功了
jiejie!
三太子还是可以的
风一其随
杰！
梦里的顶级，
7777777
完美越塔
真正的淀粉只看回放
永霜也空了
1111
也是唯一一次
米勒老淀粉了哈哈哈哈哈
天厉害
凤以七碎
叶师傅尝试切他中路
圣枪哥的圣枪游侠
因为都在吃速效救心丸
卧槽
